contractor_index,business_name,address_street,address_city,address_state,contractor_match_text,candidate_rank,candidate_report_id,candidate_event_desc,tfidf_score,rapidfuzz_score,combined
72,GOLD VALLEY FLOORS INC,10824 OLSON DRIVE SUITE C-341,RANCHO CORDOVA,CA,gold valley floors inc 10824 olson drive suite c-341 rancho cordova ca 95670,3,0111400,Employee Is Caught in Drive Chain and Is Killed,0.055495473981290476,41.830065359477125,0.20061754582668279
72,GOLD VALLEY FLOORS INC,10824 OLSON DRIVE SUITE C-341,RANCHO CORDOVA,CA,gold valley floors inc 10824 olson drive suite c-341 rancho cordova ca 95670,4,0950633,Employee Injured by Chain Sprocket Drive,0.04907468918336855,38.75,0.18444481351002115
72,GOLD VALLEY FLOORS INC,10824 OLSON DRIVE SUITE C-341,RANCHO CORDOVA,CA,gold valley floors inc 10824 olson drive suite c-341 rancho cordova ca 95670,5,0950633,Employee amputated three fingers in sprocket chain drive,0.0488447576419543,39.53488372093023,0.1874463894688935
73,ALWAYS AFFORDABLE PLUMBING & HVAC,PO BOX 417441,SACRAMENTO,CA,always affordable plumbing & hvac po box 417441 sacramento ca 95841,1,0625400,Employee electrocuted while plumbing under a house,0.13808634553846277,34.375,0.2203518073230777
73,ALWAYS AFFORDABLE PLUMBING & HVAC,PO BOX 417441,SACRAMENTO,CA,always affordable plumbing & hvac po box 417441 sacramento ca 95841,2,0636900,Employee Electrocuted at Junction Box,0.1020497227431645,32.352941176470594,0.19064159835178107
73,ALWAYS AFFORDABLE PLUMBING & HVAC,PO BOX 417441,SACRAMENTO,CA,always affordable plumbing & hvac po box 417441 sacramento ca 95841,3,0653510,Employee electrocuted while clearing drain pipe,0.09112132345297139,23.673469387755105,0.14936667162280326
73,ALWAYS AFFORDABLE PLUMBING & HVAC,PO BOX 417441,SACRAMENTO,CA,always affordable plumbing & hvac po box 417441 sacramento ca 95841,4,0418400,Employee Is Electrocuted While Working on Live Junction Box,0.0793116327159496,30.769230769230774,0.17066390270649284
73,ALWAYS AFFORDABLE PLUMBING & HVAC,PO BOX 417441,SACRAMENTO,CA,always affordable plumbing & hvac po box 417441 sacramento ca 95841,5,0352430,Employee Electrocuted in Contact with Live Junction Box,0.07686317931242273,30.150753768844226,0.16672092266283053
74,GIO PAINTING COMPANY,1814 V STREET APT 11,SACRAMENTO,CA,gio painting company 1814 v street apt 11 sacramento ca 95818,1,0950612,Employee Is Burned While Spray Painting,0.11858774906737389,34.31372549019608,0.20840755140120865
74,GIO PAINTING COMPANY,1814 V STREET APT 11,SACRAMENTO,CA,gio painting company 1814 v street apt 11 sacramento ca 95818,2,0625700,Employee killed in fire fed by flammable vapors,0.08318634651787653,32.60869565217391,0.18034659051942156
74,GIO PAINTING COMPANY,1814 V STREET APT 11,SACRAMENTO,CA,gio painting company 1814 v street apt 11 sacramento ca 95818,3,0950614,"One killed, two injured when paint vapor explodes",0.07714733797536868,33.33333333333333,0.1796217361185545
74,GIO PAINTING COMPANY,1814 V STREET APT 11,SACRAMENTO,CA,gio painting company 1814 v street apt 11 sacramento ca 95818,4,0950631,Burns from ignited flammable vapors,0.07419604041423794,35.483870967741936,0.1864531081195105
74,GIO PAINTING COMPANY,1814 V STREET APT 11,SACRAMENTO,CA,gio painting company 1814 v street apt 11 sacramento ca 95818,5,1054193,Employee loses consciousness when exposed to spray paint,0.06929072531289997,32.98969072164948,0.1735331980743379
75,TORRES RESTORATION & REMODELING,5505 CORAL CREEK WAY,ELK GROVE,CA,torres restoration & remodeling 5505 coral creek way elk grove ca 95758,1,0627100,Employee drowns while crossing creek,0.17372588071781256,41.1764705882353,0.26894141078362876
75,TORRES RESTORATION & REMODELING,5505 CORAL CREEK WAY,ELK GROVE,CA,torres restoration & remodeling 5505 coral creek way elk grove ca 95758,2,0950645,"One employee drowns, one hospitalized, from swollen creek",0.12124671684350367,39.80099502487562,0.2319520102056047
75,TORRES RESTORATION & REMODELING,5505 CORAL CREEK WAY,ELK GROVE,CA,torres restoration & remodeling 5505 coral creek way elk grove ca 95758,3,0521700,Employee drowns when he falls from towboat into canal,0.0,37.80487804878049,0.15121951219512197
75,TORRES RESTORATION & REMODELING,5505 CORAL CREEK WAY,ELK GROVE,CA,torres restoration & remodeling 5505 coral creek way elk grove ca 95758,4,0418800,Employee drowns while swimming during lunch break,0.0,35.6687898089172,0.14267515923566879
75,TORRES RESTORATION & REMODELING,5505 CORAL CREEK WAY,ELK GROVE,CA,torres restoration & remodeling 5505 coral creek way elk grove ca 95758,5,0935000,Employee drowns in fall from tugboat,0.0,39.130434782608695,0.1565217391304348
76,RUSHFORD POOLS CONCRETE AND LANDSCAPE CONSTRUCTION,PO BOX #60973,SACRAMENTO,CA,rushford pools concrete and landscape construction po box #60973 sacramento ca 95821,1,0636900,Employee Collapses While Laying Concrete and Dies,0.1333763035145289,47.39884393063584,0.2696211578312607
76,RUSHFORD POOLS CONCRETE AND LANDSCAPE CONSTRUCTION,PO BOX #60973,SACRAMENTO,CA,rushford pools concrete and landscape construction po box #60973 sacramento ca 95821,2,0950622,Employee injured while operating concrete pumper,0.11570345191867769,49.21465968586387,0.2662807098946621
76,RUSHFORD POOLS CONCRETE AND LANDSCAPE CONSTRUCTION,PO BOX #60973,SACRAMENTO,CA,rushford pools concrete and landscape construction po box #60973 sacramento ca 95821,3,0552700,Employee crushed by falling concrete,0.11067830636478508,45.88235294117647,0.24993639558357694
76,RUSHFORD POOLS CONCRETE AND LANDSCAPE CONSTRUCTION,PO BOX #60973,SACRAMENTO,CA,rushford pools concrete and landscape construction po box #60973 sacramento ca 95821,4,0524700,Employees injured from exposure to concrete sealer,0.10769795584396998,53.179190751445084,0.27733553651216236
76,RUSHFORD POOLS CONCRETE AND LANDSCAPE CONSTRUCTION,PO BOX #60973,SACRAMENTO,CA,rushford pools concrete and landscape construction po box #60973 sacramento ca 95821,5,0950621,Concrete Worker Sustains Fracture When Struck in Chest,0.1052433437380744,42.98245614035088,0.23507583080424815
77,C G R CONSTRUCTION LLC,4816 BOYD DRIVE,CARMICHAEL,CA,c g r construction llc 4816 boyd drive carmichael ca 95608,1,0950632,Construction Laborer Dies of Electrocution,0.033138485239747995,47.76119402985075,0.2109278672632518
77,C G R CONSTRUCTION LLC,4816 BOYD DRIVE,CARMICHAEL,CA,c g r construction llc 4816 boyd drive carmichael ca 95608,2,0552651,Construction employee falls,0.030714050356100205,48.648648648648646,0.21302302480825472
77,C G R CONSTRUCTION LLC,4816 BOYD DRIVE,CARMICHAEL,CA,c g r construction llc 4816 boyd drive carmichael ca 95608,3,0215600,Employee is killed in construction fall,0.030100504831732093,48.4375,0.21181030289903927
77,C G R CONSTRUCTION LLC,4816 BOYD DRIVE,CARMICHAEL,CA,c g r construction llc 4816 boyd drive carmichael ca 95608,4,0950644,Construction worker injured in fall,0.028689331719702234,47.05882352941177,0.20544889314946843
77,C G R CONSTRUCTION LLC,4816 BOYD DRIVE,CARMICHAEL,CA,c g r construction llc 4816 boyd drive carmichael ca 95608,5,0215600,CONSTRUCTION WORKER KILLED IN FALL,0.028182952601284825,47.76119402985075,0.2079545476801739
78,ALIVE MEDIA LLC,2121 NATOMAS CROSSING DR#200-345,SACRAMENTO,CA,alive media llc 2121 natomas crossing dr#200-345 sacramento ca 95834,1,0213100,Waste Worker Killed Crossing the Street for Trash Can,0.11651215351074548,39.548022598870055,0.22809938250192752
78,ALIVE MEDIA LLC,2121 NATOMAS CROSSING DR#200-345,SACRAMENTO,CA,alive media llc 2121 natomas crossing dr#200-345 sacramento ca 95834,2,0420600,Traffic Services Worker Is Killed While Crossing Highway,0.10622479749771455,37.03703703703704,0.21188302664677688
78,ALIVE MEDIA LLC,2121 NATOMAS CROSSING DR#200-345,SACRAMENTO,CA,alive media llc 2121 natomas crossing dr#200-345 sacramento ca 95834,3,0150900,Employee killed when struck by car while crossing highway,0.09339572224003378,33.50785340314137,0.19006884695658577
78,ALIVE MEDIA LLC,2121 NATOMAS CROSSING DR#200-345,SACRAMENTO,CA,alive media llc 2121 natomas crossing dr#200-345 sacramento ca 95834,4,0317000,Employee crossing highway is struck and killed by car,0.0848317141328743,34.17085427135679,0.18758244556515175
78,ALIVE MEDIA LLC,2121 NATOMAS CROSSING DR#200-345,SACRAMENTO,CA,alive media llc 2121 natomas crossing dr#200-345 sacramento ca 95834,5,0253650,Highway worker killed when struck by speeding vehicle,0.0,30.541871921182263,0.12216748768472906
79,TRIPLE-G-GUNITE INC,PO BOX 533,RANCHO CORDOVA,CA,triple-g-gunite inc po box 533 rancho cordova ca 95741,1,0636900,Employee Electrocuted at Junction Box,0.11320570493767264,40.65040650406504,0.23052504897886372
79,TRIPLE-G-GUNITE INC,PO BOX 533,RANCHO CORDOVA,CA,triple-g-gunite inc po box 533 rancho cordova ca 95741,2,0418400,Employee Is Electrocuted While Working on Live Junction Box,0.08798190774083467,31.86813186813187,0.18026167211702826
79,TRIPLE-G-GUNITE INC,PO BOX 533,RANCHO CORDOVA,CA,triple-g-gunite inc po box 533 rancho cordova ca 95741,3,0626600,Employee electrocuted replacing part in pump feeder box,0.08234081598330423,28.708133971291872,0.16423702547515004
79,TRIPLE-G-GUNITE INC,PO BOX 533,RANCHO CORDOVA,CA,triple-g-gunite inc po box 533 rancho cordova ca 95741,4,0636900,Employee electrocuted while working on panel box,0.08225307067902222,29.665071770334933,0.16801212948875308
79,TRIPLE-G-GUNITE INC,PO BOX 533,RANCHO CORDOVA,CA,triple-g-gunite inc po box 533 rancho cordova ca 95741,5,0636900,Employee electrocuted while pulling cable to panel box,0.07869343706105962,30.555555555555557,0.169438284458858
80,DAINAMIC BUILDERS INC,705 DEL PASO RD,SACRAMENTO,CA,dainamic builders inc 705 del paso rd sacramento ca 95834,1,0950636,Electric Shock - Direct Contact with Energized Conductor,0.0,35.35911602209944,0.14143646408839777
80,DAINAMIC BUILDERS INC,705 DEL PASO RD,SACRAMENTO,CA,dainamic builders inc 705 del paso rd sacramento ca 95834,2,0453730,Electric Shock - Ground Fault in Electric Sign,0.0,29.665071770334933,0.11866028708133974
80,DAINAMIC BUILDERS INC,705 DEL PASO RD,SACRAMENTO,CA,dainamic builders inc 705 del paso rd sacramento ca 95834,3,0935000,Employee dies when four wheel loader rolls over,0.0,35.71428571428571,0.14285714285714285
80,DAINAMIC BUILDERS INC,705 DEL PASO RD,SACRAMENTO,CA,dainamic builders inc 705 del paso rd sacramento ca 95834,4,0418300,Electric Shock - Ground Fault in Crossarm Brace,0.0,26.294820717131472,0.1051792828685259
80,DAINAMIC BUILDERS INC,705 DEL PASO RD,SACRAMENTO,CA,dainamic builders inc 705 del paso rd sacramento ca 95834,5,0215000,ELECTRIC SHOCK - GROUND FAULT IN DISHWASHER,0.0,27.5,0.11000000000000001
81,STUCCO SYSTEMS INC,2525 Q STREET,RIO LINDA,CA,stucco systems inc 2525 q street rio linda ca 95673,1,0316700,Employee struck and killed by car while crossing street,0.11813085523960222,41.42857142857143,0.23659279885804707
81,STUCCO SYSTEMS INC,2525 Q STREET,RIO LINDA,CA,stucco systems inc 2525 q street rio linda ca 95673,2,0213100,Waste Worker Killed Crossing the Street for Trash Can,0.10770918232031128,40.0,0.22462550939218678
81,STUCCO SYSTEMS INC,2525 Q STREET,RIO LINDA,CA,stucco systems inc 2525 q street rio linda ca 95673,3,0111100,Employee Struck and Killed By Vehicle in Public Street,0.09696150034766254,34.355828220858896,0.19560021309203313
81,STUCCO SYSTEMS INC,2525 Q STREET,RIO LINDA,CA,stucco systems inc 2525 q street rio linda ca 95673,4,0854910,Employee Is Struck by Automobile and Later Dies,0.0,35.03649635036497,0.1401459854014599
81,STUCCO SYSTEMS INC,2525 Q STREET,RIO LINDA,CA,stucco systems inc 2525 q street rio linda ca 95673,5,0524500,Flagman killed when struck by car on highway,0.0,28.57142857142857,0.11428571428571428
82,GAGE CONCRETE DEMOLITION,7423 APRIL STREET,ORANGEVALE,CA,gage concrete demolition 7423 april street orangevale ca 95662,1,0636900,Employee Collapses While Laying Concrete and Dies,0.12723833027923967,43.70860927152318,0.2511774352536365
82,GAGE CONCRETE DEMOLITION,7423 APRIL STREET,ORANGEVALE,CA,gage concrete demolition 7423 april street orangevale ca 95662,2,0627700,Employee killed when excavator falls into void,0.12479872528078886,37.93103448275862,0.2266033730995078
82,GAGE CONCRETE DEMOLITION,7423 APRIL STREET,ORANGEVALE,CA,gage concrete demolition 7423 april street orangevale ca 95662,3,0552700,Employee crushed by falling concrete,0.10558489423464468,45.945945945945944,0.2471347203245706
82,GAGE CONCRETE DEMOLITION,7423 APRIL STREET,ORANGEVALE,CA,gage concrete demolition 7423 april street orangevale ca 95662,4,0950622,Employee injured while operating concrete pumper,0.10075911701027157,42.603550295857985,0.23086967138959488
82,GAGE CONCRETE DEMOLITION,7423 APRIL STREET,ORANGEVALE,CA,gage concrete demolition 7423 april street orangevale ca 95662,5,0950621,Concrete Worker Sustains Fracture When Struck in Chest,0.10040004841473178,37.86407766990291,0.21169633972845073
83,VERANO CONSTRUCTION,6133 W 4TH ST,RIO LINDA,CA,verano construction 6133 w 4th st rio linda ca 95673,1,0950632,Construction Laborer Dies of Electrocution,0.03016728099850774,48.4375,0.21185036859910464
83,VERANO CONSTRUCTION,6133 W 4TH ST,RIO LINDA,CA,verano construction 6133 w 4th st rio linda ca 95673,2,0552651,Construction employee falls,0.027960221506546982,47.61904761904762,0.20725232338011867
83,VERANO CONSTRUCTION,6133 W 4TH ST,RIO LINDA,CA,verano construction 6133 w 4th st rio linda ca 95673,3,0215600,Employee is killed in construction fall,0.02740168661561633,45.90163934426229,0.20004756934641899
83,VERANO CONSTRUCTION,6133 W 4TH ST,RIO LINDA,CA,verano construction 6133 w 4th st rio linda ca 95673,4,0950644,Construction worker injured in fall,0.02611703961077734,49.557522123893804,0.21390031226204162
83,VERANO CONSTRUCTION,6133 W 4TH ST,RIO LINDA,CA,verano construction 6133 w 4th st rio linda ca 95673,5,0215600,CONSTRUCTION WORKER KILLED IN FALL,0.02565606256108553,50.0,0.21539363753665133
84,NORTHERN FIRE INSPECTION INC,5540 MARTIN LUTHER KING JR BLV,SACRAMENTO,CA,northern fire inspection inc 5540 martin luther king jr blv sacramento ca 95820,1,0950636,Electric Shock - Direct Contact with Energized Conductor,0.0,36.45320197044335,0.1458128078817734
84,NORTHERN FIRE INSPECTION INC,5540 MARTIN LUTHER KING JR BLV,SACRAMENTO,CA,northern fire inspection inc 5540 martin luther king jr blv sacramento ca 95820,2,0453730,Electric Shock - Ground Fault in Electric Sign,0.0,34.63203463203463,0.13852813852813853
84,NORTHERN FIRE INSPECTION INC,5540 MARTIN LUTHER KING JR BLV,SACRAMENTO,CA,northern fire inspection inc 5540 martin luther king jr blv sacramento ca 95820,3,0935000,Employee dies when four wheel loader rolls over,0.0,40.74074074074074,0.16296296296296298
84,NORTHERN FIRE INSPECTION INC,5540 MARTIN LUTHER KING JR BLV,SACRAMENTO,CA,northern fire inspection inc 5540 martin luther king jr blv sacramento ca 95820,4,0418300,Electric Shock - Ground Fault in Crossarm Brace,0.0,32.234432234432234,0.12893772893772892
84,NORTHERN FIRE INSPECTION INC,5540 MARTIN LUTHER KING JR BLV,SACRAMENTO,CA,northern fire inspection inc 5540 martin luther king jr blv sacramento ca 95820,5,0215000,ELECTRIC SHOCK - GROUND FAULT IN DISHWASHER,0.0,31.297709923664115,0.12519083969465647
85,DICHRISTINA CUSTOM BUILDERS,6633 CENTRAL PARK COURT,ORANGEVALE,CA,dichristina custom builders 6633 central park court orangevale ca 95662,1,0625700,Employee Killed While Setting Up Amusement Park Ride,0.12560276908104293,37.8698224852071,0.22684095138945415
85,DICHRISTINA CUSTOM BUILDERS,6633 CENTRAL PARK COURT,ORANGEVALE,CA,dichristina custom builders 6633 central park court orangevale ca 95662,2,0950632,EMPLOYEE STRUCK BY AMUSEMENT PARK RIDE,0.10065078353648738,38.91891891891892,0.2160661457975681
85,DICHRISTINA CUSTOM BUILDERS,6633 CENTRAL PARK COURT,ORANGEVALE,CA,dichristina custom builders 6633 central park court orangevale ca 95662,3,0950625,EMPLOYEE STRUCK BY AMUSEMENT PARK RIDE,0.09822235151139477,36.92307692307692,0.20662571859914453
85,DICHRISTINA CUSTOM BUILDERS,6633 CENTRAL PARK COURT,ORANGEVALE,CA,dichristina custom builders 6633 central park court orangevale ca 95662,4,0950631,Employee Is Hospitalized for Dizziness,0.08566656526936181,36.8421052631579,0.19876836021424868
85,DICHRISTINA CUSTOM BUILDERS,6633 CENTRAL PARK COURT,ORANGEVALE,CA,dichristina custom builders 6633 central park court orangevale ca 95662,5,0213900,Employee Is Struck and Injured by Amusement Ride,0.07853618901167322,39.285714285714285,0.20426457054986108
86,ALL SEASONS TREE SERVICE,4746 RIVER COLLEGE DR,SACRAMENTO,CA,all seasons tree service 4746 river college dr sacramento ca 95841,1,0950624,Tree Breaks and Falls While Tree Trimmer Is in the Tree,0.11493308606904049,41.42011834319526,0.23464032501420534
86,ALL SEASONS TREE SERVICE,4746 RIVER COLLEGE DR,SACRAMENTO,CA,all seasons tree service 4746 river college dr sacramento ca 95841,2,0316400,Tree topper struck and killed by tree,0.11230917426319838,42.5531914893617,0.23759827051536586
86,ALL SEASONS TREE SERVICE,4746 RIVER COLLEGE DR,SACRAMENTO,CA,all seasons tree service 4746 river college dr sacramento ca 95841,3,0950621,Tree Climber Falls from Tree and Breaks Femur,0.10854960861380848,39.77272727272727,0.22422067425919417
86,ALL SEASONS TREE SERVICE,4746 RIVER COLLEGE DR,SACRAMENTO,CA,all seasons tree service 4746 river college dr sacramento ca 95841,4,0950631,Tree Trimmer Injured in Fall from Tree,0.10787129959445015,41.21212121212121,0.22957126460515492
86,ALL SEASONS TREE SERVICE,4746 RIVER COLLEGE DR,SACRAMENTO,CA,all seasons tree service 4746 river college dr sacramento ca 95841,5,1054114,Employee struck by hardwood tree,0.10289278834248389,41.1764705882353,0.22644155535843152
87,C M P FLOORING INC,9060 TERRAMORE DRIVE,ORANGEVALE,CA,c m p flooring inc 9060 terramore drive orangevale ca 95662,1,0950624,Employee's fingers amputated in chain and sprocket drive,0.08604422789039591,36.44859813084112,0.19742092925760202
87,C M P FLOORING INC,9060 TERRAMORE DRIVE,ORANGEVALE,CA,c m p flooring inc 9060 terramore drive orangevale ca 95662,2,0627100,EMPLOYEE KILLED WHEN CAUGHT IN CHAIN DRIVE,0.08408593413315518,43.93939393939394,0.22620913623746888
87,C M P FLOORING INC,9060 TERRAMORE DRIVE,ORANGEVALE,CA,c m p flooring inc 9060 terramore drive orangevale ca 95662,3,0111400,Employee Is Caught in Drive Chain and Is Killed,0.07121591683657509,41.1764705882353,0.20743543245488627
87,C M P FLOORING INC,9060 TERRAMORE DRIVE,ORANGEVALE,CA,c m p flooring inc 9060 terramore drive orangevale ca 95662,4,0950633,Employee Injured by Chain Sprocket Drive,0.06297628856799749,43.35664335664335,0.21121234656737192
87,C M P FLOORING INC,9060 TERRAMORE DRIVE,ORANGEVALE,CA,c m p flooring inc 9060 terramore drive orangevale ca 95662,5,0950633,Employee amputated three fingers in sprocket chain drive,0.06268122332471326,42.58064516129032,0.20793131463998923
88,BAYSINGER F & D INC,9771 ORR ROAD,GALT,CA,baysinger f & d inc 9771 orr road galt ca 95632,1,0627100,Employee is killed when struck by road grader,0.13774913506671535,36.36363636363637,0.22810402649457467
88,BAYSINGER F & D INC,9771 ORR ROAD,GALT,CA,baysinger f & d inc 9771 orr road galt ca 95632,2,1055340,Employee died after grader runs off road,0.13619535531273816,42.10526315789474,0.2501382658192219
88,BAYSINGER F & D INC,9771 ORR ROAD,GALT,CA,baysinger f & d inc 9771 orr road galt ca 95632,3,0830500,Employee Is Run over and Killed by Road Grader,0.13269925884239028,30.681818181818187,0.20234682803270693
88,BAYSINGER F & D INC,9771 ORR ROAD,GALT,CA,baysinger f & d inc 9771 orr road galt ca 95632,4,0524500,ROAD COMPACTOR WENT OVER A BANK; OPERATOR KILLED,0.1232049911570746,32.92682926829268,0.20563031176741547
88,BAYSINGER F & D INC,9771 ORR ROAD,GALT,CA,baysinger f & d inc 9771 orr road galt ca 95632,5,0453730,Employee killed when run over by road scraper,0.11029391638026756,33.33333333333333,0.19950968316149384
89,SPA SERVICE AND LOGISTICS,8541 BERRY RD,WILTON,CA,spa service and logistics 8541 berry rd wilton ca 95693,1,0653510,Employee killed when work-over rig well blew up,0.09056616466730565,36.87943262411348,0.2018574292968373
89,SPA SERVICE AND LOGISTICS,8541 BERRY RD,WILTON,CA,spa service and logistics 8541 berry rd wilton ca 95693,2,0627400,Employee killed by counterweights at pumping unit,0.08144585248912746,32.631578947368425,0.17939382728295017
89,SPA SERVICE AND LOGISTICS,8541 BERRY RD,WILTON,CA,spa service and logistics 8541 berry rd wilton ca 95693,3,0950643,Employee is burned at oil well,0.07308988363293316,42.10526315789474,0.21227498281133886
89,SPA SERVICE AND LOGISTICS,8541 BERRY RD,WILTON,CA,spa service and logistics 8541 berry rd wilton ca 95693,4,0653510,Employee killed when oil service rig collapsed,0.06949258849500743,39.49044585987261,0.1996573365364949
89,SPA SERVICE AND LOGISTICS,8541 BERRY RD,WILTON,CA,spa service and logistics 8541 berry rd wilton ca 95693,5,0950635,Employee injured when jumps from drilling rig floor,0.06738333367750028,37.2093023255814,0.18926720950882575
90,NORTH STAR DRYWALL,8532 CRYSTAL RIDGE WAY,ANTELOPE,CA,north star drywall 8532 crystal ridge way antelope ca 95843,1,0419700,Employee Is Killed While Installing a Drywall,0.1354340898481666,45.714285714285715,0.2641175967660428
90,NORTH STAR DRYWALL,8532 CRYSTAL RIDGE WAY,ANTELOPE,CA,north star drywall 8532 crystal ridge way antelope ca 95843,2,0950635,Employee falls when unsecured guardrail gives way,0.0722406385897618,39.473684210526315,0.20123911999596236
90,NORTH STAR DRYWALL,8532 CRYSTAL RIDGE WAY,ANTELOPE,CA,north star drywall 8532 crystal ridge way antelope ca 95843,3,0627700,Employee killed in fall when guardrail gives way,0.07083896488605788,33.50785340314137,0.1765347925442002
90,NORTH STAR DRYWALL,8532 CRYSTAL RIDGE WAY,ANTELOPE,CA,north star drywall 8532 crystal ridge way antelope ca 95843,4,0418800,Employee killed in fall when truss gives way,0.06747756466527124,34.97267759562841,0.18037724918167639
90,NORTH STAR DRYWALL,8532 CRYSTAL RIDGE WAY,ANTELOPE,CA,north star drywall 8532 crystal ridge way antelope ca 95843,5,0950612,Employee injured in fall when roof panel gives way,0.06261757497998036,32.631578947368425,0.1680968607774619
91,COLLINS COMMERCIAL,5150 FAIR OAKS BLVD 101 #311,CARMICHAEL,CA,collins commercial 5150 fair oaks blvd 101 #311 carmichael ca 95608,1,0418100,COMMERCIAL DIVER DROWNED IN LAKE,0.08618096115426209,42.465753424657535,0.2215715903911874
91,COLLINS COMMERCIAL,5150 FAIR OAKS BLVD 101 #311,CARMICHAEL,CA,collins commercial 5150 fair oaks blvd 101 #311 carmichael ca 95608,2,1032100,Diver drowns while untangling crab lines,0.07529482564738994,36.95652173913044,0.19300298234495572
91,COLLINS COMMERCIAL,5150 FAIR OAKS BLVD 101 #311,CARMICHAEL,CA,collins commercial 5150 fair oaks blvd 101 #311 carmichael ca 95608,3,1032100,Diver drowns after becoming entangled in fishing net,0.07148268342786003,35.53299492385787,0.1850215897521475
91,COLLINS COMMERCIAL,5150 FAIR OAKS BLVD 101 #311,CARMICHAEL,CA,collins commercial 5150 fair oaks blvd 101 #311 carmichael ca 95608,4,0932040,"Diver drowns, complications possible",0.07042509601213573,37.64705882352941,0.1928432929013991
91,COLLINS COMMERCIAL,5150 FAIR OAKS BLVD 101 #311,CARMICHAEL,CA,collins commercial 5150 fair oaks blvd 101 #311 carmichael ca 95608,5,0111100,Employee drowns while scuba diving,0.052730588649494474,38.91891891891892,0.18731402886537238
92,PATCH MASTERS DRYWALL,4935 TRAVERTINE CIRCLE,SACRAMENTO,CA,patch masters drywall 4935 travertine circle sacramento ca 95841,1,0419700,Employee Is Killed While Installing a Drywall,0.15125640025969453,40.0,0.25075384015581675
92,PATCH MASTERS DRYWALL,4935 TRAVERTINE CIRCLE,SACRAMENTO,CA,patch masters drywall 4935 travertine circle sacramento ca 95841,2,0626700,Employee Is Electrocuted While Hanging Drywall,0.12163411497373619,36.8421052631579,0.2203488900368733
92,PATCH MASTERS DRYWALL,4935 TRAVERTINE CIRCLE,SACRAMENTO,CA,patch masters drywall 4935 travertine circle sacramento ca 95841,3,0950643,Employee Falls Through Ceiling Drywall,0.12097226037304501,44.0,0.24858335622382702
92,PATCH MASTERS DRYWALL,4935 TRAVERTINE CIRCLE,SACRAMENTO,CA,patch masters drywall 4935 travertine circle sacramento ca 95841,4,0216000,"Employee killed installing drywall, possibe electrocution",0.08533464638145961,30.158730158730165,0.17183570846379642
92,PATCH MASTERS DRYWALL,4935 TRAVERTINE CIRCLE,SACRAMENTO,CA,patch masters drywall 4935 travertine circle sacramento ca 95841,5,0355114,Employee electrocuted while installing drywall,0.08439437112125403,31.538461538461533,0.17679046882659855
93,DUY ELECTRIC INC,8584 DERWOOD COURT,ELK GROVE,CA,duy electric inc 8584 derwood court elk grove ca 95624,1,0950612,Employee Receives Electric Shock When Electric Box Explodes,0.06650902968518463,41.830065359477125,0.2072256792490193
93,DUY ELECTRIC INC,8584 DERWOOD COURT,ELK GROVE,CA,duy electric inc 8584 derwood court elk grove ca 95624,2,0626300,Employee Is Killed from Electric Shock,0.05780318821711209,33.33333333333333,0.16801524626360057
93,DUY ELECTRIC INC,8584 DERWOOD COURT,ELK GROVE,CA,duy electric inc 8584 derwood court elk grove ca 95624,3,0950644,Boom Contacts Power Line Causing Employee Electric Shock,0.05654546801517501,38.46153846153846,0.18777343465525886
93,DUY ELECTRIC INC,8584 DERWOOD COURT,ELK GROVE,CA,duy electric inc 8584 derwood court elk grove ca 95624,4,0316700,Employee Is Killed from Electric Shock,0.056360749148538565,36.46408839779006,0.17967280308028336
93,DUY ELECTRIC INC,8584 DERWOOD COURT,ELK GROVE,CA,duy electric inc 8584 derwood court elk grove ca 95624,5,0950621,Employee Receives Electric Shock from Bun Warmer,0.05634891079118459,36.36363636363637,0.17926389192925624
94,SHEET METAL CONSTRUCTION,10282 IRON ROCK WAY,ELK GROVE,CA,sheet metal construction 10282 iron rock way elk grove ca 95624,1,0950633,EMPLOYEE'S FINGERS CAUGHT UNDER COIL OF SHEET METAL,0.24429051094326565,45.033112582781456,0.32670675689708517
94,SHEET METAL CONSTRUCTION,10282 IRON ROCK WAY,ELK GROVE,CA,sheet metal construction 10282 iron rock way elk grove ca 95624,2,0751910,Sheet Metal Worker Smashes and Later Amputates Two Fingers,0.2407888965875325,43.421052631578945,0.31815754847883526
94,SHEET METAL CONSTRUCTION,10282 IRON ROCK WAY,ELK GROVE,CA,sheet metal construction 10282 iron rock way elk grove ca 95624,3,0950633,Employee Injured When Caught Between Vat and Sheet Metal,0.23436005647034922,43.57541899441341,0.3149177098598632
94,SHEET METAL CONSTRUCTION,10282 IRON ROCK WAY,ELK GROVE,CA,sheet metal construction 10282 iron rock way elk grove ca 95624,4,1054113,Employee Hospitalized after Being Struck by Sheet Metal,0.2328760309908735,48.92086330935252,0.3354090718319342
94,SHEET METAL CONSTRUCTION,10282 IRON ROCK WAY,ELK GROVE,CA,sheet metal construction 10282 iron rock way elk grove ca 95624,5,0950625,"Employee Slips, Lacerates Knee Working with Sheet Metal",0.2328328247157309,45.945945945945944,0.32348347861322235
95,JENSEN KELIN DRILLING,9700 CLAY STATION RD,WILTON,CA,jensen kelin drilling 9700 clay station rd wilton ca 95693,1,0626600,Employee killed in fall from kelly platform of drilling rig,0.09854174798568634,36.18090452261306,0.20384866688186404
